id_vehiculo,id_asegurado,placa,chasis,motor,marca,modelo,ano,color,tipo
VEH-00565,ASG-00359,JMK-5959,L2HLGVKHITUD0SWKT,RO1DB1PJEOLF,Chevrolet,Sail,2019,Negro,Hatchback
VEH-00566,ASG-00224,TIT-7638,W6O8LOCBOEGIKOQ5G,QGGSXWFN6B9A,Toyota,Yaris,2014,Azul,Sedán
VEH-00567,ASG-00026,WMG-8658,EI9OAU4J9J1JD2H4B,LSKDT8Z5KLO7,Toyota,Yaris,2017,Azul,Sedán
VEH-00568,ASG-00042,UIB-6207,MCL01RLDQ0BHALFF8,JUYIRCBL94JX,Ford,Explorer,2012,Blanco,Hatchback
VEH-00569,ASG-00483,QAI-9187,69XCQR6WJC01R5TSE,CDV7A6AJ0NCY,Volkswagen,Polo,2014,Gris,SUV
VEH-00570,ASG-00063,XRK-1139,2WRCK271LYNL48FE0,FV4Z147RM7EB,Toyota,RAV4,2024,Azul,Hatchback
VEH-00571,ASG-00118,UXB-3268,L22OQ7VTD4YVU0OMF,URMA8OB6P4PP,Hyundai,Creta,2011,Gris,Pick-up
VEH-00572,ASG-00062,JWD-3198,FIJOMH45EWJFLWWUB,2CCXC0P0UH4L,Ford,Ranger,2025,Azul,Sedán
VEH-00573,ASG-00072,EXX-7656,QDOD3EEK5QXVY7SIK,M3X9RSBSXKHY,Renault,Duster,2013,Gris,Hatchback
VEH-00574,ASG-00114,BGZ-9348,JXPM1WBH27S37WI64,SKWZ2TPBFIU9,Ford,Bronco,2017,Rojo,Pick-up
VEH-00575,ASG-00493,MIR-7261,LJ3YTFF4CRAJVXPW2,IX8VP2X3W3VK,Suzuki,S-Cross,2024,Negro,Camioneta
VEH-00576,ASG-00472,AZH-8655,JC0CGVFB7LE6225O9,FSOKW7KTY6Z0,Volkswagen,Amarok,2021,Plateado,Camioneta
VEH-00577,ASG-00285,YSC-9041,UW12C2F2OY6C0YHX2,BZKJ87WUATI8,Hyundai,Santa Fe,2022,Rojo,Pick-up
VEH-00578,ASG-00079,PQG-8068,3DQCNA2R46X5ICUQT,23ME7K81F99Z,Nissan,Frontier,2014,Rojo,Hatchback
VEH-00579,ASG-00148,ZXF-7462,4W2VF2K4OCR9H5U0R,9H4XJ4FNW392,Renault,Kwid,2013,Blanco,SUV
VEH-00580,ASG-00125,YLV-2266,7U96FZRZZ6UZA13I8,526VFGASVAVL,Renault,Kwid,2022,Blanco,Hatchback
VEH-00581,ASG-00119,KYS-0199,6ECK2XG2BKR1DQKA9,8RKGAYUGE8OC,Volkswagen,Gol,2016,Blanco,Hatchback
VEH-00582,ASG-00267,AYR-0013,HS9ZTYQE241P616V7,JKS5RX75UC2I,Toyota,Corolla,2019,Rojo,Pick-up
VEH-00583,ASG-00286,QPC-5965,21D4G1O7MFL1C1SY9,XICFK582KBZN,Mazda,CX-5,2019,Rojo,SUV
VEH-00584,ASG-00143,NFL-1776,51TECU54KRNX5LP60,7MKJGV00W910,Suzuki,Swift,2018,Negro,SUV
VEH-00585,ASG-00163,SPS-4245,RX67NCLLPWET9GV88,0QBKK85M7QQK,Nissan,Frontier,2023,Blanco,Camioneta
VEH-00586,ASG-00482,KGZ-7687,UAYZRLAO3J4ME8LWJ,LX462VDG6M8C,Volkswagen,T-Cross,2015,Azul,Pick-up
VEH-00587,ASG-00022,JBT-3341,W6YPWDCBJBFM69R89,L4SXRCZGYSJZ,Suzuki,Baleno,2012,Azul,Sedán
VEH-00588,ASG-00218,QBS-3506,Z4IFBCQMPEBVSQ3N2,I2LF89SWWK0J,Suzuki,Baleno,2012,Blanco,SUV
VEH-00589,ASG-00149,VSZ-0691,546BB9XC1U1B9BR17,UBAP3UIJH3N0,Suzuki,Swift,2022,Negro,Sedán
VEH-00590,ASG-00416,OII-1468,IIBR3F6PIDLR5INBO,PSDGDPY5OQ4X,Hyundai,Elantra,2025,Rojo,SUV
VEH-00591,ASG-00058,LPX-1584,NND71X7JN3IUVPFI9,2CYBGWK8NQLS,Kia,Sportage,2019,Negro,Sedán
VEH-00592,ASG-00400,WQV-6817,CYKCQEOG28KMTM65M,XWSQ0F6SJFWM,Chevrolet,Spark,2010,Azul,SUV
VEH-00593,ASG-00303,BJM-6438,NEEHOVSBY96Q2EEVJ,NIMKZ0MBJ26N,Renault,Stepway,2012,Blanco,SUV
VEH-00594,ASG-00171,XOO-1151,TWG2WNXICBIIQIM5J,50W57OHX2OR6,Nissan,X-Trail,2015,Rojo,Hatchback
VEH-00595,ASG-00022,YNH-5626,RHFLWPPCW0GFGTUZ5,RE620YOF1J2S,Kia,Cerato,2024,Gris,Hatchback
VEH-00596,ASG-00236,ERN-9229,WOMTS91HR1TFG3H44,I5EEVGW7ISMN,Mazda,CX-30,2013,Rojo,Camioneta
VEH-00597,ASG-00329,ZNT-3970,KDRAM4HOW2OVJ070G,M5PGT4N6WZZQ,Hyundai,Tucson,2017,Rojo,Hatchback
VEH-00598,ASG-00444,ZTW-7697,I8Z6AEWXC1UWBKCNK,36BTWZ4KXGXL,Mazda,2,2011,Plateado,Sedán
VEH-00599,ASG-00414,WXQ-1769,CWFBTQKGXWJ20WWZU,F1KXO8H4GKVU,Mazda,CX-3,2020,Blanco,Hatchback
VEH-00600,ASG-00093,FMN-2188,PCCNFHE2LFR7QADUR,OS5CLSW36CC7,Ford,Escape,2010,Rojo,Camioneta
