id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-00684,ASG-00360,Salud,2024-03-16,2025-03-16,1683.68,74730.17,3230.6,Broker,Loja,Cancelada
POL-00685,ASG-00202,Vehículos,2023-03-10,2024-03-09,2216.34,39545.31,1829.39,Digital,Ibarra,Vencida
POL-00686,ASG-00462,Vida,2023-10-12,2024-10-11,6390.34,90323.26,3198.87,Agente,Ambato,Activa
POL-00687,ASG-00424,Vida,2024-06-25,2025-06-25,350.62,10580.55,88.99,Agente,Loja,Activa
POL-00688,ASG-00300,Vehículos,2023-07-04,2024-07-03,3624.6,72172.82,694.51,Agente,Esmeraldas,Cancelada
POL-00689,ASG-00198,Vida,2024-11-03,2025-11-03,1260.39,18509.11,340.01,Bancaseguros,Loja,Cancelada
POL-00690,ASG-00347,Generales,2024-02-02,2025-02-01,3494.31,79372.78,2812.32,Directo,Ibarra,Vencida
POL-00691,ASG-00073,Salud,2024-04-03,2025-04-03,4319.9,87092.18,1384.24,Broker,Manta,Activa
POL-00692,ASG-00157,Vehículos,2024-10-16,2025-10-16,4877.58,80653.7,2734.23,Agente,Quito,Activa
POL-00693,ASG-00173,Salud,2024-03-07,2025-03-07,6095.85,147539.13,1714.65,Digital,Loja,Vencida
POL-00694,ASG-00199,Vida,2024-09-05,2025-09-05,2710.55,83567.84,2004.89,Directo,Manta,Activa
POL-00695,ASG-00071,Vehículos,2024-03-29,2025-03-29,7451.03,132528.91,5864.42,Broker,Quito,Activa
POL-00696,ASG-00233,Generales,2023-09-19,2024-09-18,7909.9,140657.37,4295.7,Agente,Quito,Vencida
POL-00697,ASG-00421,Vida,2024-02-01,2025-01-31,2978.2,63465.91,2847.14,Directo,Machala,Vencida
POL-00698,ASG-00002,Salud,2023-02-08,2024-02-08,7494.99,107520.62,5304.14,Broker,Quito,Vencida
POL-00699,ASG-00358,Generales,2024-01-21,2025-01-20,3763.5,115098.97,3222.82,Broker,Machala,Activa
POL-00700,ASG-00070,Salud,2024-12-19,2025-12-19,2894.81,65681.01,876.16,Digital,Machala,Activa
